ELECTION DATE	ELECTION TYPE	ELECTION NAME	VOTER ID	Last Name	First Name	Middle Name	Suffix	DOB	VOTER STATUS	VOTER STATUS REASON	ABSENTEE INFORMATION	MAILING ADDRESS	HOUSE NUMBER	HOUSE SUFFIX	PRE DIRECTION	STREET NAME	STREET TYPE	POST DIRECTION	UNIT TYPE	UNIT NUMBER	NON STANDARD ADDRESS	CITY	STATE	ZIP	POLLING PLACE CODE	POLLING PLACE NAME	POLLING PLACE ADDRESS	PRECINCT CODE	PRECINCT NAME	SPLIT	BALLOT STYLE	REGISTRATION DATE
01/01/2021	General	MCVR TEST ELECTION	46256535	Cantu	Cathy	Joseph	PhD	5/27/1980	Inactive				1475	C	 East	Garcia Circle	DR	 S	 Trailer	6426	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	79441764	Jones	Caitlyn	Kayla	MD	5/27/1980	Active				7174	A	 East	Stephanie Skyway	 ST	 S	 STE	6981	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	74156486	Kramer	Kevin	Richard	MD	5/27/1980	Active				7876	C	N	David Park	 BLVD	N	 Trailer	887	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	33031134	Quinn	Kathryn	Tonya	MD	5/27/1980	Active				8151	B	 West	Cook Turnpike	 BLVD	 S	 Trailer	553	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	47080600	Mcdowell	Travis	Lindsey	MD	5/27/1980	Active				8275	D	N	Tran Passage	 BLVD	 South	 STE	4448	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50242168	Day	Joseph	Danny	PhD	5/27/1980	Active				2608	C	 S	Valerie Overpass	 AVE	 North	 Unit	870	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	28897434	Rogers	Cory	Andrea	PhD	5/27/1980	Inactive				3522	A	 West	Jonathan Spring	DR	 South	 Trailer	1906	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	48652771	Cox	Hailey	Brian	MD	5/27/1980	Inactive				2799	C	 East	Andrew Dale	 ST	 S	 Trailer	6689	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	87511324	Henderson	Kyle	Whitney	MD	5/27/1980	Active				1640	C	 S	Ray Mill	 AVE	N	 Unit	644	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	97729070	Martin	Rachel	Brian	PhD	5/27/1980	Active				6320	A	 S	Cantrell Manors	DR	N	 Unit	1070	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	96297513	May	Julia	Pamela	MD	5/27/1980	Active				3604	B	 West	Reynolds Circle	 ST	 South	 Trailer	2824	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	56866354	Ali	Derrick	Ryan	PhD	5/27/1980	Active				2371	B	 West	Carroll Throughway	 BLVD	 S	 Trailer	2639	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	16580868	Cohen	Veronica	Carlos	MD	5/27/1980	Active				2544	D	 S	Denise Mews	DR	 S	APT	4070	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	66987215	Stone	Julie	Brian	PhD	5/27/1980	Active				3848	C	 East	James Motorway	DR	 S	 Trailer	4966	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	84774739	Patrick	Jay	Stephen	MD	5/27/1980	Active				4088	A	 East	William Street	 BLVD	 South	APT	9690	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	98071001	Ramirez	Carrie	Christopher	PhD	5/27/1980	Active				8974	A	N	Mercado Field	 AVE	 S	 Unit	8724	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	15103945	Benitez	Courtney	Deborah	MD	5/27/1980	Inactive				1856	D	N	Knight Wall	 AVE	 South	 STE	7020	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	78368277	Petersen	Ann	Heather	PhD	5/27/1980	Active				9954	C	N	Robert Roads	 AVE	 South	APT	4179	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	54782347	Douglas	Jason	Cathy	MD	5/27/1980	Active				5101	A	 East	Nielsen Roads	DR	 North	 Trailer	3223	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	25543604	Garner	Nicholas	Angela	PhD	5/27/1980	Active				2662	A	 West	Moore Glens	 ST	 South	APT	8029	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	49094953	Bell	Keith	Molly	MD	5/27/1980	Active				7178	D	N	Melanie Rue	 BLVD	 South	APT	7103	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	31991700	Williams	Christine	Margaret	PhD	5/27/1980	Inactive				3635	A	 S	Tammy Views	DR	 S	 STE	3636	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	17454750	Hernandez	Dylan	Samantha	MD	5/27/1980	Inactive				9674	D	 East	Joanna Hollow	DR	N	APT	3081	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	30696263	Rivera	Brandon	Stacey	MD	5/27/1980	Active				8432	B	 East	Eric Estate	 BLVD	 S	APT	1244	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	92800585	Hall	Dawn	Jacob	MD	5/27/1980	Active				8876	A	N	Patton Lane	 BLVD	 North	 Unit	8035	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	64225197	Hunt	Justin	Peter	MD	5/27/1980	Active				4313	D	 East	Sellers Grove	 ST	 South	 Unit	8877	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	56845182	Richards	Laura	Justin	MD	5/27/1980	Active				8038	D	 West	Kyle Club	 BLVD	 South	 Unit	571	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	56221145	Love	Lisa	Laura	PhD	5/27/1980	Active				9457	A	 S	Vaughan Villages	 BLVD	N	 Trailer	7035	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	15992008	Curtis	Stephen	Michael	MD	5/27/1980	Active				3464	B	 East	Sanford Keys	 ST	N	 Trailer	3707	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	39402783	Thomas	Andrew	Vickie	MD	5/27/1980	Active				9567	C	 S	Randy Neck	 BLVD	 South	 Trailer	4620	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50361673	Wyatt	Valerie	Cynthia	PhD	5/27/1980	Active				7256	B	N	Foster Stravenue	 ST	N	 STE	4778	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	65127804	Diaz	Jeremy	Jon	MD	5/27/1980	Inactive				5795	C	N	Eugene Camp	DR	 S	APT	9854	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	91661918	West	William	Megan	MD	5/27/1980	Active				1316	A	 S	Hayes Valleys	DR	 S	 Trailer	8732	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	90429069	Long	Carolyn	Samantha	MD	5/27/1980	Active				9960	A	N	Ramos Track	 BLVD	 South	 Trailer	4363	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	75131355	Gray	Teresa	Henry	MD	5/27/1980	Inactive				8001	C	 S	Merritt Motorway	DR	 S	 Trailer	8623	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	89563990	Reed	Wayne	Susan	PhD	5/27/1980	Active				1049	B	 West	Rosales Orchard	 BLVD	 S	 Unit	2202	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	14954508	Williams	Janice	Audrey	MD	5/27/1980	Inactive				9277	B	 S	Tammy Corner	 BLVD	 South	 Unit	3513	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	46233688	Johnson	Timothy	Kimberly	MD	5/27/1980	Active				7121	C	 East	Cory Port	 BLVD	N	 Unit	2718	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	63863277	Hampton	Amy	Rick	MD	5/27/1980	Active				8417	A	 West	Edward Plain	 ST	N	APT	1511	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	34898429	Cunningham	Barbara	Rachel	PhD	5/27/1980	Active				7401	D	 East	Davis Points	DR	 S	 Unit	2765	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	91206836	Johnson	Norman	Tammy	MD	5/27/1980	Active				4046	B	N	Martin Well	 ST	 South	 STE	5350	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	91583538	Fowler	Eric	Kayla	MD	5/27/1980	Active				7430	A	 West	Grimes Port	 AVE	 South	 Unit	9550	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	69536097	Mcdonald	Patricia	Julia	PhD	5/27/1980	Active				7490	B	 East	Michaela Hill	 ST	 North	APT	7427	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	17579473	Lester	Lisa	Ricky	MD	5/27/1980	Active				3901	D	 East	Nichols Views	 AVE	N	 Unit	7093	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	11460893	Peck	Jacqueline	Amy	PhD	5/27/1980	Inactive				2485	A	 S	Johnson Road	 AVE	 North	 Unit	6474	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	53246750	Bowen	Jesse	Shannon	MD	5/27/1980	Active				7204	A	 West	Kevin Locks	 BLVD	 South	APT	2409	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	93029161	Robinson	Chelsea	Latoya	MD	5/27/1980	Inactive				9586	B	N	Steven Radial	DR	 South	 Trailer	348	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	90100154	Davis	Dylan	Tara	PhD	5/27/1980	Active				1905	A	 S	Jackson Run	 BLVD	 S	 Unit	9313	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	71650172	Harris	Lindsay	Patricia	MD	5/27/1980	Active				6548	C	N	Hale Viaduct	 BLVD	 South	 Unit	3645	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50005960	Hunter	Alexander	Amy	PhD	5/27/1980	Active				3329	B	N	Thomas Cape	DR	 North	 Unit	9738	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	25859909	Castillo	Kara	Jeffrey	PhD	5/27/1980	Active				6136	C	N	Andrew Plains	 AVE	 S	 Unit	9718	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	41378948	Ross	Paula	Brandy	PhD	5/27/1980	Active				9036	B	 East	Jason Cape	 BLVD	 South	 Trailer	2777	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	64258133	Valdez	Karen	Teresa	PhD	5/27/1980	Active				7190	A	 West	Bridget Tunnel	 ST	 South	 Trailer	2469	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	30744266	Allen	Mark	Katherine	MD	5/27/1980	Active				8911	D	 West	Martin Prairie	 BLVD	N	 Unit	7171	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	33310379	Dorsey	Lydia	Kenneth	PhD	5/27/1980	Active				2754	D	 S	Austin Corner	 AVE	 South	 Trailer	7599	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	67589168	Wright	Cynthia	Tara	PhD	5/27/1980	Inactive				4736	D	 S	Matthew Island	 ST	N	APT	6462	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	84032954	Johnson	Wendy	Christopher	MD	5/27/1980	Active				3888	A	 S	Clark Meadow	 BLVD	 South	APT	179	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	11733549	Zimmerman	Candace	Teresa	PhD	5/27/1980	Active				4421	A	 East	Nicholas Center	DR	N	APT	1110	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	55307962	Rodriguez	Andrew	Benjamin	MD	5/27/1980	Active				6325	B	N	Roy Greens	 AVE	N	 Trailer	9641	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	44895175	Nguyen	Wendy	William	PhD	5/27/1980	Active				2181	B	 East	Johnson Lakes	 ST	 S	 Unit	7065	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	55488977	Webb	Nathan	Javier	PhD	5/27/1980	Active				2773	B	 S	Dyer Parkways	 ST	 South	APT	7018	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	41949132	Kirk	Ashley	Kimberly	PhD	5/27/1980	Active				7874	D	 S	Werner Club	 ST	 North	 Unit	2783	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	65142439	White	Colton	Megan	PhD	5/27/1980	Active				3247	C	N	Richard Road	 ST	 South	 Unit	6005	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	26097888	Ali	Robert	Craig	PhD	5/27/1980	Active				5845	D	 West	Andrea Burgs	 AVE	 North	APT	3816	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	84238106	Owen	Yolanda	Anthony	PhD	5/27/1980	Active				9829	C	 West	Justin Brooks	 BLVD	 South	 Trailer	2483	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	89702776	Little	Justin	Madison	MD	5/27/1980	Active				2399	D	 S	Anderson Shoals	DR	 North	APT	9546	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	37724493	Larsen	Mary	Teresa	PhD	5/27/1980	Inactive				6184	A	 S	Bryan Greens	 ST	N	 STE	2737	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	88637507	Meyers	Dennis	Tammy	PhD	5/27/1980	Active				6100	A	 S	Stewart Ville	 AVE	N	 Trailer	6970	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	19191875	Phillips	Stephanie	Lauren	MD	5/27/1980	Active				1327	C	 S	Pamela Light	 AVE	 North	 Trailer	1800	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	61957913	Collins	Jonathan	Mary	MD	5/27/1980	Active				4331	D	 East	Sullivan Road	 BLVD	 South	 Trailer	6144	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	54951175	Miller	Rhonda	Kayla	MD	5/27/1980	Inactive				1217	B	 West	Brewer Land	 ST	N	 STE	67	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	35302078	Singh	Deborah	David	MD	5/27/1980	Active				3083	A	 East	Danielle Drive	 ST	N	 Trailer	6957	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	96752548	Turner	Daniel	Anna	MD	5/27/1980	Active				9927	C	 West	Richard Lane	 ST	N	 Unit	9522	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	96175185	Torres	Kristina	Darryl	MD	5/27/1980	Active				5467	C	 East	Patterson Mountain	 BLVD	 North	 Unit	9320	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	19963630	Shaw	Kevin	Ashley	MD	5/27/1980	Active				6574	C	 West	Greene Green	 BLVD	 South	APT	4574	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	60577929	Ross	Todd	Jennifer	MD	5/27/1980	Active				1353	A	 East	Thompson Harbors	 BLVD	N	 Unit	1899	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	68700000	Miller	Ryan	Angela	PhD	5/27/1980	Inactive				6773	A	N	Steven Path	DR	N	 Trailer	7149	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	42914465	Howe	Nicole	David	MD	5/27/1980	Active				9842	A	N	Brandon Parkways	 AVE	 S	APT	4720	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50659824	Pierce	Eric	Michael	MD	5/27/1980	Active				4148	C	 East	Amber Lights	DR	 South	APT	6312	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	30116762	Reese	Joel	Heather	PhD	5/27/1980	Active				9953	C	N	Douglas Tunnel	 BLVD	 S	 Unit	5159	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	26076272	Meyer	Laura	David	PhD	5/27/1980	Active				6857	B	 East	Mercer Passage	 BLVD	 North	APT	1723	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	37405000	Taylor	Richard	Jennifer	PhD	5/27/1980	Active				3690	C	 West	Castillo Ways	 BLVD	 S	 STE	794	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	30318727	Griffin	Jerry	Michael	MD	5/27/1980	Inactive				9772	A	 West	Paula Hills	DR	N	 STE	6488	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	93753040	Jackson	Leslie	Christina	MD	5/27/1980	Active				1607	B	 S	Christopher Camp	 AVE	 S	 Trailer	8707	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	42576922	Cook	Victoria	Nicole	MD	5/27/1980	Active				3715	C	 West	Michael Highway	 AVE	 S	 STE	8722	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	94974756	Franklin	Mitchell	Michael	PhD	5/27/1980	Active				3559	A	 East	Schmidt Camp	DR	 North	APT	2581	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
