PERSON_UID,PRECINCT_UID,PRECINCTNAME,PRECINCT_SPLIT_UID,SUBPRECINCTNAME,REGISTRATION_UID,REGISTRATION_SIGNATURE_UID,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,DOB,SSN4,DLN,IDENTIFICATIONNUMBER,VOTERIDTYPECODENAME,VOTERSTATUS,AFFIRMATIONOFRESIDENCYREQUIREDFLAG,PROOFOFRESIDENCYREQUIREDFLAG,SIGNATUREREQUIREDFLAG,OVER18FLAG,ABSENTEEBALLOTSTATUS,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,CITY,STATE,ZIP,COUNTRY,LOCALITY_UID,LOCALITYNAME
3919157336,7551889457,PrecinctB,80958935,SpitA,6706264001,2672514704,Todd,Allen,Morgan,PhD,01-01-1970 0:00,5335,784028602,,DOBSSN,Active,True,False,False,1,,956 Davis Canyon Suite 122,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7765102324,3514162840,PrecinctB,3642462687,SpitA,1431302113,1703986498,Dalton,Berg,Jacqueline,MD,01-01-1970 0:00,3896,2556462577,,DOBSSN,Active,True,False,False,1,,86504 Jennifer Dam,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4921006481,9629373038,PrecinctB,2374287944,SplitB,5543718010,4687748055,Dana,Jenkins,Christopher,,01-01-1970 0:00,8182,222688121,,DOBGEN,Inactive,False,False,False,1,,35284 Linda Rue,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9666786115,5195157161,PrecinctB,7771411579,SpitA,6283376928,1087737597,Jacob,Ortiz,Matthew,Dr,01-01-1970 0:00,3901,3276935068,,DOBGEN,Inactive,True,False,False,1,,36916 Clark Plains,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6693648084,2098901812,PrecinctA,3549907031,SpitA,6583043446,3859376241,Raymond,Mathis,Susan,PhD,01-01-1970 0:00,5374,4900306562,,DOBGEN,Active,False,False,True,1,,8322 Laura Station Apt. 481,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8715970081,2862051788,PrecinctA,2389554363,SplitB,5693513128,9678098064,Jeanne,Waters,Madeline,,01-01-1970 0:00,4125,6533101840,,DOBSSN,Active,False,False,False,1,,129 Paul Cliffs,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6757191461,6956899067,PrecinctB,1097761319,SplitB,9100219847,9873127294,Kimberly,Werner,Steven,,01-01-1970 0:00,6207,3743067630,,DLN,Inactive,False,False,False,1,,27600 Dana Divide Apt. 859,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8030565882,8723864213,PrecinctB,2346374447,SpitA,3605879215,3062057704,Kenneth,Miller,Christopher,,01-01-1970 0:00,1678,5862521784,,DLN,Active,False,False,False,1,,67762 Gregory Grove,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9714590596,7482984467,PrecinctB,7121683633,SpitA,3524286061,494126866,Jessica,Williams,Dana,PhD,01-01-1970 0:00,7764,6981535410,,DOBSSN,Active,True,True,False,1,,7589 Martinez Cape,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6794331561,2136532884,PrecinctB,1083206885,SplitB,5152630171,1891352430,Philip,Rodriguez,Kimberly,Dr,01-01-1970 0:00,5661,7788116511,,DOBGEN,Inactive,True,False,False,1,,9990 Haley Flat Suite 330,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7127281306,5527126407,PrecinctA,2596735082,SplitB,4958395824,817931691,Kevin,Roberts,Juan,,01-01-1970 0:00,1057,8658800734,,DOBGEN,Inactive,True,False,False,1,,68257 Miller Island,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4394168452,2958686814,PrecinctA,2969825464,SpitA,7138516697,556336801,Heather,Jones,Nathan,,01-01-1970 0:00,7309,9273399768,,DOBGEN,Inactive,True,False,False,1,,58645 Tyler Fords Apt. 329,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6051728932,6924538173,PrecinctB,7375879674,SplitB,5620296136,8984529756,Monique,Montgomery,Angela,Dr,01-01-1970 0:00,9343,7794446387,,DLN,Active,True,True,False,1,,1629 Heather Loaf,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
361740807,4987893497,PrecinctB,2241314169,SpitA,8699340300,6977017110,Michelle,Barrett,Michael,Dr,01-01-1970 0:00,3656,36042407,,DOBGEN,Active,True,False,False,1,,180 Lydia Square Apt. 467,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5197093064,2142530806,PrecinctB,6468097280,SpitA,9964647592,2985816474,James,Meyer,Jason,,01-01-1970 0:00,9362,2571377071,,DOBSSN,Inactive,False,False,False,1,,100 Joshua Hill Apt. 102,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8821043442,4518752039,PrecinctB,1822056905,SpitA,7905665875,9845013344,Joseph,Robinson,Michael,Dr,01-01-1970 0:00,7554,5787795699,,DOBSSN,Active,False,False,False,1,,31322 Simon Mall,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2325471890,423057930,PrecinctB,4478896678,SplitB,6781024763,7978493118,Nicholas,Chapman,Tara,MD,01-01-1970 0:00,8562,6588460933,,DOBGEN,Inactive,False,False,False,1,,41847 Gregory Hill Apt. 823,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5759715440,8707303761,PrecinctA,9741820333,SpitA,7720944832,4468898241,Amber,Wolf,Candice,PhD,01-01-1970 0:00,7881,3229327570,,DOBGEN,Active,True,False,False,1,,60621 Ortiz Camp,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6263452846,3439505559,PrecinctA,5409104393,SpitA,5464950947,797518520,Connie,Crawford,Austin,,01-01-1970 0:00,5802,9794019542,,DOBSSN,Inactive,False,False,False,1,,18943 Morrison Square Apt. 248,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2378260326,2340294479,PrecinctA,6412750160,SplitB,9660576062,9134593546,David,Church,Kevin,,01-01-1970 0:00,7319,4951572597,,DLN,Inactive,False,False,False,1,,722 Hailey Drive Apt. 057,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2101502920,134079639,PrecinctB,2719848610,SpitA,7883203163,3510329701,Adam,Lopez,Jimmy,,01-01-1970 0:00,3935,2687337824,,DOBGEN,Inactive,True,False,False,1,,3367 Hale Causeway Suite 634,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6240417429,7452941458,PrecinctA,1073358218,SpitA,2018377632,8108863302,Richard,Lopez,Martha,,01-01-1970 0:00,2795,631576074,,DOBSSN,Active,True,False,False,1,,31839 Martinez Lane Apt. 039,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9285844075,2817770975,PrecinctB,3933589977,SpitA,6307870669,6007080866,Matthew,Smith,Vincent,,01-01-1970 0:00,8056,9976464903,,DLN,Inactive,False,False,False,1,,11779 Dunn Brooks Apt. 913,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5184484948,3716229381,PrecinctA,6455770591,SpitA,3598425649,9200443341,Dan,Maxwell,Madison,Dr,01-01-1970 0:00,8578,5391039995,,DLN,Inactive,False,False,False,1,,946 Donovan Coves,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2471782734,6459605622,PrecinctB,8618909177,SpitA,1917198078,6202832880,Crystal,Cruz,Timothy,,01-01-1970 0:00,7083,5514468056,,DLN,Active,True,False,True,1,,93786 Stephanie Garden Apt. 175,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9904350173,2517402454,PrecinctA,4572879314,SpitA,7550491176,945843235,Kimberly,Johnson,Kimberly,,01-01-1970 0:00,3927,600421789,,DOBGEN,Active,True,False,False,1,,17127 Dixon Cliffs,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
640358175,2159490373,PrecinctB,7080720935,SplitB,9209518237,8251484410,Cheryl,Freeman,Kim,,01-01-1970 0:00,3247,364026226,,DLN,Active,True,False,False,1,,968 Matthew Expressway Apt. 822,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1618548023,7587245928,PrecinctA,4630862392,SpitA,8556390037,5872903612,Brian,Tran,Julie,,01-01-1970 0:00,6067,3376784459,,DOBGEN,Active,True,False,False,1,,376 Sanchez Field Suite 610,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
442856490,451559151,PrecinctB,5266375804,SplitB,1666072067,3843984739,April,French,Victoria,,01-01-1970 0:00,7233,8525352049,,DOBSSN,Active,True,True,False,1,,26145 Sara Stream Suite 652,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1260997957,90797035,PrecinctA,4287559932,SpitA,4627448831,2962707612,Michael,Smith,Heather,Dr,01-01-1970 0:00,7602,1871121116,,DOBGEN,Active,False,False,False,1,,699 Conley Viaduct,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6730029954,5399788004,PrecinctB,5236934944,SpitA,8303157407,9923032110,Jennifer,Mccarty,Margaret,Dr,01-01-1970 0:00,4455,2552768228,,DOBSSN,Inactive,False,False,False,1,,612 Megan Village Apt. 767,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4946534879,4274215122,PrecinctA,6949025338,SpitA,774503384,371266790,William,Osborn,April,,01-01-1970 0:00,3826,3674790020,,DOBGEN,Inactive,True,False,False,1,,509 Nicole Gateway Apt. 049,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5361401451,2570986723,PrecinctA,5611312087,SplitB,4311073666,88065954,Randall,Fischer,Sara,,01-01-1970 0:00,5241,6281138068,,DOBSSN,Inactive,True,True,True,1,,21334 Heather Points Apt. 665,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7152281941,1913727201,PrecinctA,5182958356,SpitA,2848570695,9951079407,Tristan,Jones,Anthony,Dr,01-01-1970 0:00,5653,3988469942,,DOBGEN,Inactive,False,False,True,1,,0255 Brian Village Suite 011,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4407192013,3273559236,PrecinctA,1341053924,SplitB,7722676259,3791797814,Donald,Garner,Pam,,01-01-1970 0:00,3315,8217707853,,DOBGEN,Active,False,False,False,1,,348 Wright Green Suite 909,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1259758342,852863053,PrecinctB,110227307,SplitB,4860062448,3241504441,Timothy,Haynes,Kelly,,01-01-1970 0:00,3264,8202690802,,DOBSSN,Active,True,False,False,1,,94427 Johnson Plains,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9503357637,8030020348,PrecinctA,6336513442,SpitA,1197556222,2162374196,William,Mullins,Janice,PhD,01-01-1970 0:00,8480,5283781133,,DLN,Active,False,False,False,1,,33475 Mejia Lane Apt. 465,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5982892456,9735090762,PrecinctB,7975600469,SpitA,9446468064,1742227968,Debra,Phillips,Travis,,01-01-1970 0:00,5814,4916030808,,DOBSSN,Active,False,False,False,1,,843 John Islands,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3680371716,4476279537,PrecinctB,7605045280,SplitB,2327090404,8857591025,Zachary,Lawson,Thomas,,01-01-1970 0:00,4242,1858768562,,DOBSSN,Inactive,True,False,False,1,,35272 Nelson Spur Suite 372,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6499144959,3386126302,PrecinctB,287839215,SplitB,2805403140,3722139394,Harold,Fernandez,Daniel,,01-01-1970 0:00,4242,8869143031,,DOBGEN,Active,False,True,False,1,,44890 Harrison Passage,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9139724173,3081852301,PrecinctA,7457013358,SpitA,6064416579,7669558166,Jeanette,Reeves,Ebony,,01-01-1970 0:00,1647,6962211242,,DOBSSN,Active,False,False,False,1,,480 Campbell Grove Apt. 100,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3753303610,4387361544,PrecinctB,6624992005,SplitB,8618519941,6149332634,Andrew,Grant,Linda,MD,01-01-1970 0:00,3869,8717567183,,DOBSSN,Inactive,False,False,False,1,,719 Greene Plains Apt. 020,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6316150242,5057788115,PrecinctA,2873079631,SpitA,8154843707,3855828209,Joel,Evans,Hannah,MD,01-01-1970 0:00,3171,8636739536,,DOBSSN,Inactive,False,False,False,1,,84797 Denise Dam Apt. 471,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8664907182,800002569,PrecinctB,4740929986,SpitA,9722747748,3106288254,Tara,Soto,Thomas,,01-01-1970 0:00,1382,7845486905,,DOBGEN,Inactive,False,False,False,1,,93801 Thomas Glens,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4067434182,7087824578,PrecinctB,7307178241,SpitA,9422730047,9340043593,Donald,Davis,Alexander,,01-01-1970 0:00,8080,433964216,,DLN,Inactive,True,False,False,1,,704 Heather Island,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8311503616,8897355698,PrecinctB,8613286028,SplitB,3354995140,9645718363,Cody,Williams,Robert,,01-01-1970 0:00,4470,816079347,,DOBSSN,Inactive,False,False,False,1,,4401 Murphy Avenue Apt. 224,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4130681858,2093210897,PrecinctB,7957279065,SpitA,2492712486,3185490890,Carl,Sparks,Aaron,,01-01-1970 0:00,5547,7551437213,,DOBGEN,Inactive,True,False,False,1,,512 Ariel Mall Apt. 682,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3748495055,1294905820,PrecinctA,8616943923,SpitA,8114054011,3395986332,Tina,Wilson,Lori,PhD,01-01-1970 0:00,8774,7251993056,,DOBGEN,Inactive,False,False,True,1,,0036 Lisa Crossing,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2830383476,8154785609,PrecinctA,3641081567,SpitA,9699782833,4415706849,Matthew,King,Sharon,,01-01-1970 0:00,4569,3788277624,,DOBGEN,Inactive,True,False,False,1,,33965 Barber Ford,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1097812991,5131618741,PrecinctB,2337067468,SpitA,4294784137,4282004216,Samantha,Robinson,Elizabeth,,01-01-1970 0:00,9942,9866185958,,DOBSSN,Active,False,False,False,1,,258 Marshall Squares Suite 935,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8711202109,3060594342,PrecinctA,8854230602,SpitA,9575322512,633827826,William,Ferrell,Jacob,,01-01-1970 0:00,9822,571203269,,DLN,Inactive,False,False,False,1,,39097 Griffin Junctions,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9411755876,4054927363,PrecinctA,40298219,SplitB,6888106696,1675008197,James,Howard,Lauren,,01-01-1970 0:00,5823,2461675730,,DOBGEN,Active,True,False,False,1,,21424 Mariah Bridge Suite 838,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8286230648,7958249574,PrecinctA,4448576253,SplitB,6122764985,4749796649,Gina,Johnson,Kyle,MD,01-01-1970 0:00,9565,9040778198,,DOBGEN,Active,False,False,False,1,,9255 Webb Keys,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7442903001,9743053213,PrecinctA,1409778810,SpitA,1419381023,97486826,Joshua,Fisher,Kayla,,01-01-1970 0:00,6642,9323999696,,DLN,Inactive,False,False,False,1,,321 Hannah Canyon,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5825150379,9921046198,PrecinctB,1596770820,SplitB,1435963306,1901047701,Juan,Walker,Molly,,01-01-1970 0:00,2586,1067955734,,DOBGEN,Inactive,True,True,False,1,,1842 Jones Extension Apt. 351,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2753296375,1542866483,PrecinctA,1993311186,SpitA,6205513419,5717408830,John,Sanders,Linda,Dr,01-01-1970 0:00,9210,7051435325,,DOBGEN,Inactive,True,False,False,1,,534 Chavez Camp Apt. 020,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5116040383,9414341993,PrecinctA,8475774791,SpitA,6723962198,7445717900,Sherry,Henderson,Jill,,01-01-1970 0:00,8458,3360495821,,DOBSSN,Active,True,False,True,1,,325 Baxter Spur Suite 051,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8699043749,3644909996,PrecinctA,3657949332,SplitB,3848823330,6532518139,Timothy,Cross,Heather,Dr,01-01-1970 0:00,2465,170235416,,DOBGEN,Active,False,False,False,1,,313 Christopher Key Suite 494,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7484732275,9456127214,PrecinctA,8996376266,SpitA,6667066574,3399793755,James,Webster,Lisa,,01-01-1970 0:00,5338,9795711307,,DLN,Inactive,False,False,False,1,,91123 Williams Canyon,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8940607889,18880883,PrecinctB,4559200483,SplitB,1099375077,4566362685,Lauren,Cook,Gerald,Dr,01-01-1970 0:00,1937,7673247836,,DLN,Inactive,False,False,False,1,,1448 Carol Walks,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2265268952,6275708464,PrecinctA,7471607779,SpitA,5100286691,4910929092,Luis,Rivera,Lindsey,,01-01-1970 0:00,3552,9483111330,,DLN,Inactive,False,False,False,1,,387 Nancy Centers,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8527292854,9362339114,PrecinctB,303859731,SpitA,3829887748,3638272442,Robert,Thornton,Thomas,,01-01-1970 0:00,8042,8638533938,,DOBGEN,Active,True,False,False,1,,2240 Hall Gardens,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4757466388,6204994004,PrecinctA,7219732496,SplitB,7332945028,5658725037,Ashlee,Lutz,Brittany,,01-01-1970 0:00,2829,6483762611,,DLN,Inactive,False,False,False,1,,2871 Cole Street Apt. 845,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7419344740,4991456219,PrecinctA,2592850702,SpitA,4566018092,2176230989,Kaitlin,Roy,Kevin,,01-01-1970 0:00,1530,8106284941,,DLN,Inactive,False,False,True,1,,22472 Michael Squares Apt. 163,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
730836239,5101190868,PrecinctB,9231153067,SplitB,8835959420,6952781665,Michael,Benson,Kimberly,,01-01-1970 0:00,5559,9338196129,,DOBGEN,Inactive,True,False,False,1,,854 Graham Burg,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4214848124,152344144,PrecinctA,3965053360,SplitB,8989194838,812257889,Zachary,Ross,Aaron,,01-01-1970 0:00,2960,1154416173,,DOBGEN,Inactive,True,True,False,1,,39854 Warner Center Apt. 657,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1960083661,9390441091,PrecinctA,410608660,SplitB,3088082856,970791575,Larry,Wheeler,Nicole,,01-01-1970 0:00,5781,1777629099,,DLN,Inactive,False,False,False,1,,73977 Nunez Forest Apt. 103,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9664000222,6823369488,PrecinctA,9270743022,SplitB,6276464673,8852036365,Christopher,Ewing,Maria,,01-01-1970 0:00,1984,7408142313,,DLN,Inactive,False,False,False,1,,526 Cannon Cape Apt. 273,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1573814578,5342683327,PrecinctB,6125578864,SpitA,5109307021,5089496992,Zachary,Sanchez,Jerry,,01-01-1970 0:00,7392,653510730,,DLN,Inactive,True,False,False,1,,21731 Young Circle Apt. 472,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8965752985,9516224709,PrecinctB,7908164319,SplitB,4846458123,3695562837,Sandra,Wilson,Craig,,01-01-1970 0:00,9122,3275736044,,DOBGEN,Inactive,True,False,True,1,,91723 Gentry Forest,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3415839846,9848048990,PrecinctA,4327576376,SpitA,3309132194,7679047065,Marcus,Maldonado,Lisa,,01-01-1970 0:00,2373,3892149345,,DOBGEN,Inactive,False,False,False,1,,034 Cameron Trail Suite 382,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7657074959,4566005055,PrecinctA,2653694109,SplitB,1975213736,9886288908,Charles,Johnson,Emily,MD,01-01-1970 0:00,1908,3649539336,,DLN,Inactive,True,False,False,1,,5720 Meyer Union,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8568561523,9975563969,PrecinctA,3874046203,SplitB,6987269753,8644898427,Dennis,Barnes,Richard,MD,01-01-1970 0:00,9588,8217986467,,DOBGEN,Active,True,False,False,1,,9215 Lisa Branch,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4366030743,3426934999,PrecinctA,3603130949,SplitB,2645327281,572494488,Chase,Rush,Kim,MD,01-01-1970 0:00,4134,4939921618,,DLN,Active,True,False,False,1,,208 Melissa Forges Suite 854,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8450927657,7410817230,PrecinctB,3741720476,SplitB,6215945393,6565044865,Ryan,Thomas,Steven,MD,01-01-1970 0:00,1791,8150051342,,DOBSSN,Inactive,True,True,False,1,,418 Allison Walk Apt. 938,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
953437618,6925043474,PrecinctB,7557815547,SpitA,351865031,8040559579,Gregory,Smith,Mary,PhD,01-01-1970 0:00,5345,1930889187,,DLN,Inactive,False,False,True,1,,0761 Henry Crest,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
578727340,5085733981,PrecinctA,5223969240,SpitA,4257417591,8062942965,Ryan,Santiago,Catherine,,01-01-1970 0:00,5465,1605503173,,DOBSSN,Inactive,True,False,False,1,,92642 Cox Drive,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9380316783,6993443585,PrecinctB,8724508700,SplitB,8098408727,1718057118,Julie,Cuevas,Rachel,,01-01-1970 0:00,4707,3066734249,,DOBSSN,Active,True,False,False,1,,9102 Maria Common Suite 733,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6162305860,5968971398,PrecinctA,3254115920,SpitA,2126286922,3085608684,Cindy,Vaughn,Daniel,,01-01-1970 0:00,1441,6534779659,,DLN,Active,True,False,False,1,,3055 Sosa Causeway,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3825466532,5926717765,PrecinctA,4472920552,SplitB,3817994116,1710921544,Theresa,Rose,Timothy,,01-01-1970 0:00,1998,5827292822,,DOBSSN,Active,True,False,False,1,,6983 Becker Court Apt. 757,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1078489172,3939690988,PrecinctB,2526627962,SpitA,428829382,103649549,Rebecca,Smith,Anthony,,01-01-1970 0:00,3790,8796584579,,DOBSSN,Inactive,True,False,False,1,,141 Mary Points Suite 792,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3057824847,509089439,PrecinctA,9446931642,SpitA,55466544,9983276923,Cindy,Savage,Janet,,01-01-1970 0:00,8321,9272269202,,DLN,Inactive,True,False,False,1,,80331 Keller Shoals,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8593032112,5828463762,PrecinctB,550187856,SpitA,6496404501,9640632047,Erin,Park,Amanda,PhD,01-01-1970 0:00,1045,2919401516,,DOBGEN,Inactive,True,False,False,1,,10465 Montgomery Groves,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2173281867,1964686495,PrecinctA,303534517,SplitB,7199734050,4106063333,John,Ashley,Kenneth,PhD,01-01-1970 0:00,3041,863460840,,DLN,Active,True,False,False,1,,68583 Richardson Greens Suite 544,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9155191748,3805333826,PrecinctA,3229453234,SpitA,9896863627,3776268822,Debbie,Wheeler,Kevin,,01-01-1970 0:00,9776,1311161190,,DOBSSN,Inactive,True,False,False,1,,49313 Zachary Ville,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1360677747,6966880260,PrecinctB,3003810083,SpitA,6825546880,4344888856,Chad,Henson,William,Dr,01-01-1970 0:00,8225,587202678,,DOBSSN,Active,False,False,False,1,,561 Melissa Ville Suite 737,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4802342613,1020835981,PrecinctA,743016408,SpitA,2594349745,2736214026,Michael,Kennedy,Sandy,,01-01-1970 0:00,4072,4650229016,,DOBGEN,Active,False,False,False,1,,87526 Rivera Freeway,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
